"","x"
"211",0.994647848835745
"212",1.01763526414147
"213",1.03310213345123
"214",1.05019816235356
"215",1.06968932265433
"216",1.09164140005347
"217",1.11115860071435
"218",1.12642091276965
"219",1.13846937726977
"220",1.1470582545971
"221",1.156090947629
"222",1.16215459371879
"223",1.16699654423221
"224",1.17578458799994
"225",1.18866237656967
"226",1.20237956110019
"227",1.21430793547356
"228",1.23151686893324
"229",1.2516076903886
"230",1.26993090277503
"231",1.28219126320431
"232",1.29411137995997
"233",1.29953090477379
"234",1.3016473708177
"235",1.31033219416606
"236",1.31893001283063
"237",1.32843618739708
"238",1.33470188355013
"239",1.34412383393917
"240",1.3604269262377
"241",1.3652139760973
"242",1.3702558809432
"243",1.37807901969707
"244",1.38024662485455
"245",1.38104806512371
"246",1.38915213994845
"247",1.39335128503685
"248",1.39279492565328
"249",1.39599969595882
"250",1.39696622766669
"251",1.38998745091936
"252",1.38459695399299
"253",1.38216864985224
"254",1.38207493524321
"255",1.38129327777244
"256",1.38358603083274
"257",1.38783328911172
"258",1.3827553131277
"259",1.38065617147799
"260",1.38553304367786
"261",1.39043567103134
"262",1.39313602562127
"263",1.39575895762727
"264",1.40561669828226
"265",1.41029685932185
"266",1.41274367472188
"267",1.41637630889939
"268",1.41543789379702
"269",1.41210835377825
"270",1.4103784160908
"271",1.40727192966348
"272",1.40511589185728
"273",1.40586897537769
"274",1.40826257323014
"275",1.41421150876463
"276",1.41679895051156
"277",1.41798497742235
"278",1.42359402816641
"279",1.42915791614375
"280",1.43288557962499
"281",1.4364450382671
"282",1.44189053477879
"283",1.45036562223763
"284",1.45990537132994
"285",1.46203730728327
"286",1.46508331514857
"287",1.47536617801387
"288",1.48868757304986
"289",1.49470714426165
"290",1.49503022795306
"291",1.50082311344006
"292",1.50704740449557
"293",1.51480002125532
"294",1.52139080542772
"295",1.52377553904437
"296",1.52781085532545
"297",1.53887153923031
"298",1.54798893066233
"299",1.55463502041013
"300",1.56425510229507
"301",1.5725607567241
"302",1.57606676082829
"303",1.57895301126372
"304",1.58524077192346
"305",1.58698688464187
"306",1.59457403084002
"307",1.60347128375379
"308",1.61078531864945
"309",1.62173829625077
"310",1.62980132689428
"311",1.63733712849997
"312",1.64499999232881
"313",1.66141625461348
"314",1.67440756371479
"315",1.68154477286317
"316",1.69227576453159
"317",1.70618914388525
"318",1.72213711991412
"319",1.73266264564905
"320",1.74027521501125
"321",1.74985761502945
"322",1.75820138803584
"323",1.76495737668019
"324",1.77349628993594
"325",1.78653320584921
"326",1.79419778051196
"327",1.80154841116747
"328",1.81379481687914
"329",1.82012235659705
"330",1.82162683925401
"331",1.82746080474334
"332",1.83706789607542
"333",1.84989305796932
"334",1.86360971321323
"335",1.87616563543666
"336",1.88991747927983
"337",1.90470486855702
"338",1.91567512703398
"339",1.92267759331071
"340",1.93203390106824
"341",1.93830170137921
"342",1.94905431519866
"343",1.96176400253762
"344",1.9786908172249
"345",1.9994942127091
"346",2.01705402399007
"347",2.03335706785769
"348",2.05444046365455
"349",2.07641249857905
"350",2.0959006623886
"351",2.1114791142937
"352",2.12752915455024
"353",2.14612620524721
"354",2.16860848702024
"355",2.19100756220938
"356",2.20530362678095
"357",2.22041371211058
"358",2.24334941788826
"359",2.26490198593212
"360",2.28609528995277
"361",2.30195882948937
"362",2.31939202262807
"363",2.33596213425683
"364",2.35488172751185
"365",2.37609877723295
"366",2.38972691806681
"367",2.40348999502321
"368",2.41473172591283
"369",2.42582084469071
"370",2.44056563423397
"371",2.45888735891739
"372",2.47764385120983
"373",2.49850263115026
"374",2.51736580541765
"375",2.5356211073233
"376",2.55499414219747
"377",2.57439452669953
"378",2.59468723453227
"379",2.61727821415548
"380",2.64411761443229
"381",2.67072095797478
"382",2.69625215431063
"383",2.71846753094517
"384",2.74392138266356
"385",2.76366419854298
"386",2.77781316953262
"387",2.79035274152365
"388",2.80729763621467
"389",2.82997261110128
"390",2.8561273611228
"391",2.88320681118636
"392",2.9091943312068
"393",2.92744319580759
"394",2.94368401015456
"395",2.96314844410912
"396",2.98242340851245
"397",3.00133663463853
"398",3.0212918123925
"399",3.04761669009001
"400",3.07275149316751
